,event,gid,layer,cell,x,y,r,phi,trackIndex,centerX,centerY,radius,momx,momy,momz,chargeParticle,flightLength,currentTrackPID,rawDriftTime,creatorProcessturnID,isScondary
44,1,3,0,3,7.304035,2.05995,7.5889604876903265,0.2748892409811548,8,96.117,-384.616,396.081,1157.31,265.723,-893.839,1,99.863,211,101.321,Decay,0
0,1,23,0,23,-7.304035,-2.0599499999999997,7.5889604876903265,-2.8667034126086386,9,-51.8726,247.739,253.33,-747.646,-133.458,206.975,-1,80.6067,-211,197.285,Decay,0
104,1,28,0,28,-3.70813,-6.62134,7.5889637957036005,-2.081305297391083,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,659.741,,-9999
105,1,29,0,29,-2.62667,-7.119895,7.588959091991799,-1.924225754933996,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,52.5892,,-9999
106,1,30,0,30,-1.480535,-7.44314,7.588960201887014,-1.7671461780570965,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,25.9961,,-9999
107,1,31,0,31,-0.29794,-7.58311,7.588960766514741,-1.610066076521047,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,343.118,,-9999
45,1,43,1,3,8.648625,1.560382,8.78825957607927,0.17849940022083244,8,98.3535,-384.106,396.088,1156.54,269.123,-893.807,1,115.258,211,524.373,Decay,0
1,1,65,1,25,-8.648625,-1.560382,8.78825957607927,-2.9630932533689607,9,-51.9342,247.727,253.328,-748.263,-129.922,206.977,-1,98.5993,-211,27.0484,Decay,0
120,1,79,1,39,5.012145,-7.218859999999999,8.78826132978674,-0.9638976595028707,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,40.1892,,-9999
46,1,87,2,3,9.759409999999999,2.275575,10.021193797583448,0.22907443986596482,8,100.792,-383.539,396.092,1155.72,272.706,-893.785,1,131.199,211,79.0027,Decay,0
2,1,111,2,27,-9.759409999999999,-2.275574999999997,10.021193797583448,-2.912518213723829,9,-51.9077,247.733,253.33,-748.887,-126.306,206.952,-1,111.789,-211,116.334,Decay,0
118,1,132,3,0,11.08635,-2.205215,11.3035449978635,-0.196349790385318,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1273.79,,-9999
119,1,133,3,1,11.26355,-0.95007,11.303547744288075,-0.08414988121874674,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1375.25,,-9999
47,1,136,3,4,10.9453,2.8233610000000002,11.30358170786238,0.25244869431842476,8,103.268,-382.954,396.096,1154.86,276.336,-893.768,1,146.368,211,30.37,Decay,0
3,1,163,3,31,-11.192599999999999,-1.580129,11.303588032861112,-3.0013432861382006,9,-52.0101,247.712,253.325,-749.477,-122.678,206.993,-1,124.354,-211,160.14,Decay,0
125,1,187,3,55,10.7697,-3.432625,11.30351062637732,-0.3085503634351604,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1295.62,,-9999
5,1,219,4,31,-12.228200000000001,-2.1217945,12.410918061941683,-2.9697867638947844,9,-51.9401,247.785,253.387,-750.22,-119.237,206.14,-1,136.182,-211,218.487,Decay,0
4,1,220,4,32,-11.96135,-3.3101555,12.410923545678632,-2.8716117123561786,9,-52.2202,247.742,253.389,-749.966,-120.858,206.127,-1,127.599,-211,423.094,Decay,0
111,1,243,4,55,10.146965,-7.1463149999999995,12.410911199039738,-0.613593366565146,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1139.08,,-9999
88,1,244,4,56,10.7986,-6.117325,12.41093981596982,-0.5154171003048559,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1169.45,,-9999
89,1,245,4,57,11.3462,-5.029425,12.410937525852951,-0.4172428068258714,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1301.96,,-9999
90,1,246,4,58,11.7845,-3.893085,12.410904522524739,-0.3190689262314638,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1195.45,,-9999
91,1,247,4,59,12.10935,-2.719250000000002,12.410909635679408,-0.2208935891598126,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1163.85,,-9999
92,1,248,4,60,12.31755,-1.5192299999999999,12.410886261480282,-0.1227188716276417,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1140.55,,-9999
93,1,249,4,61,12.4072,-0.3045800000000001,12.410937950711059,-0.024543719652394644,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1351.52,,-9999
48,1,251,4,63,12.228200000000001,2.1217945,12.410918061941683,0.171805889695009,8,105.429,-382.444,396.106,1154.11,279.61,-893.723,1,160.718,211,49.4933,Decay,0
49,1,252,5,0,13.3469,2.654865,13.608381526773305,0.19634965067437377,8,107.724,-381.886,396.107,1153.28,283.031,-893.712,1,175.516,211,148.303,Decay,0
6,1,288,5,36,-13.3469,-2.654864999999999,13.608381526773305,-2.9452430029154195,9,-52.1249,247.753,253.384,-750.681,-116.229,206.173,-1,148.436,-211,76.0138,Decay,0
121,1,314,5,62,10.61299,-8.51783,13.608415949294026,-0.6763153714095071,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,209.705,,-9999
122,1,315,5,63,11.314955,-7.56042,13.608385548198765,-0.5890491590032058,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1351.31,,-9999
126,1,316,5,64,11.93085,-6.545485,13.608400185463573,-0.5017819376533403,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,200.718,,-9999
127,1,317,5,65,12.4559,-5.480735,13.608376132008734,-0.4145162238846785,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,200.625,,-9999
128,1,318,5,66,12.886199999999999,-4.374275,13.608395651788824,-0.3272492020050037,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1135.35,,-9999
129,1,319,5,67,13.218399999999999,-3.2345245,13.608388857653216,-0.23998295759126234,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,198.316,,-9999
130,1,320,5,68,13.45,-2.0701555,13.608381380391286,-0.1527164912484652,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1300.77,,-9999
131,1,321,5,69,13.57925,-0.89003,13.608386530496551,-0.06544976867832118,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1238.64,,-9999
7,1,364,6,40,-14.4329,-3.166685,14.776213868891618,-2.925607665320864,9,-52.1596,247.747,253.384,-751.19,-112.887,206.17,-1,160.258,-211,16.5127,Decay,0
112,1,393,6,69,11.781400000000001,-8.9183,14.776246507486265,-0.647954216518444,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,212.873,,-9999
113,1,394,6,70,12.4448,-7.96644,14.776238131324225,-0.5694139701910945,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1251.64,,-9999
114,1,395,6,71,13.0315,-6.965475,14.776259141799896,-0.4908734421981953,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1310.86,,-9999
94,1,396,6,72,13.537849999999999,-5.9215599999999995,14.77627339541672,-0.41233297794733104,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1340.67,,-9999
95,1,397,6,73,13.9607,-4.84114,14.776257340395773,-0.33379365746031703,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1387.29,,-9999
96,1,398,6,74,14.29745,-3.730875,14.776214155463672,-0.2552547797848384,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1161.6,,-9999
97,1,399,6,75,14.54615,-2.5976100000000018,14.776266698141313,-0.1767143999898378,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1151.23,,-9999
98,1,400,6,76,14.7051,-1.448325,14.776251598955163,-0.09817470741799049,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1149.06,,-9999
99,1,401,6,77,14.7734,-0.2901150000000001,14.776248315226196,-0.019635135820824164,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1186.5,,-9999
50,1,403,6,79,14.6369,2.02453,14.776249975244058,0.1374447735336239,8,109.962,-381.335,396.109,1152.48,286.295,-893.702,1,189.79,211,121.96,Decay,0
51,1,404,7,0,15.660599999999999,2.796625,15.908346983600307,0.17671438117703442,8,112.134,-380.796,396.112,1151.68,289.512,-893.685,1,204.698,211,44.8501,Decay,0
8,1,444,7,40,-15.660599999999999,-2.7966249999999993,15.908346983600307,-2.9648782724127587,9,-52.1805,247.742,253.381,-751.674,-109.566,206.192,-1,172.574,-211,178.518,Decay,0
123,1,474,7,70,13.0512,-9.09617,15.908303809925808,-0.6086830719928523,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1170.85,,-9999
124,1,475,7,71,13.724699999999999,-8.044175000000001,15.908367028725008,-0.5301431711015709,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,98.0744,,-9999
132,1,476,7,72,14.313500000000001,-6.942544999999999,15.908337855571997,-0.4516038989662714,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1187.98,,-9999
133,1,477,7,73,14.8141,-5.798120000000001,15.908354859771013,-0.3730637193543511,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,176.576,,-9999
134,1,478,7,74,15.22335,-4.617945000000001,15.908356333874503,-0.29452384593440095,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1167.57,,-9999
135,1,479,7,75,15.5387,-3.4092995000000004,15.908316088470844,-0.21598460771005631,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1158.15,,-9999
136,1,480,7,76,15.7583,-2.1796355,15.90832580138024,-0.1374445852921803,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1163.54,,-9999
137,1,481,7,77,15.880749999999999,-0.9365399999999999,15.908341451392724,-0.05890506085997329,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1167.99,,-9999
52,1,486,8,2,19.1934,4.43894,19.700020098558277,0.22727831958027936,8,119.397,-378.953,396.132,1148.98,300.297,-893.599,1,254.245,211,26.7504,Decay,0
9,1,523,8,39,-19.4944,-2.8388,19.70001057867736,-2.9969877729898453,9,-52.2904,247.717,253.371,-753.162,-98.5834,206.284,-1,213.794,-211,247.749,Decay,0
116,1,555,8,71,18.4959,-6.78165,19.699976993197225,-0.35143621542821024,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1444.93,,-9999
117,1,557,8,73,19.3599,-3.64483,19.70001303905406,-0.18608878324752023,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,433.297,,-9999
53,1,562,9,2,20.9328,3.93778,21.29995838419409,0.1859422889274744,8,122.443,-378.153,396.135,1147.77,304.928,-893.583,1,275.409,211,290.776,Decay,0
54,1,638,10,2,22.5015,4.54008,22.954952159749755,0.19909486716190786,8,125.598,-377.298,396.124,1146.5,309.555,-893.62,1,295.071,211,209.132,Decay,0
10,1,682,10,46,-22.5015,-4.54008,22.954952159749755,-2.9424977864278854,9,-52.2636,247.714,253.364,-754.335,-88.9996,206.337,-1,247.622,-211,235.709,Decay,0
55,1,727,11,3,23.8813,5.71255,24.555034457163767,0.2347940793207827,8,128.732,-376.445,396.124,1145.23,314.21,-893.614,1,316.175,211,48.9373,Decay,0
11,1,770,11,46,-24.2279,-3.99432,24.554953281820758,-2.97819797131756,9,-52.3126,247.705,253.361,-754.872,-84.2286,206.365,-1,265.111,-211,23.98,Decay,0
56,1,815,12,3,25.4605,6.24427,26.21503324588584,0.24050615448484577,8,131.877,-375.583,396.132,1143.98,318.828,-893.58,1,336.027,211,69.2865,Decay,0
12,1,864,12,52,-25.8023,-4.63327,26.214993346993243,-2.9639180919394,9,-52.3348,247.7,253.358,-755.385,-79.4276,206.38,-1,281.564,-211,106.366,Decay,0
103,1,875,12,63,-16.9277,-20.017,26.215020814220235,-2.2727690004832137,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,10.6649,,-9999
57,1,915,13,3,27.2141,5.7746,27.820015168399888,0.20909017865107338,8,134.892,-374.742,396.137,1142.72,323.364,-893.555,1,356.946,211,249.384,Decay,0
13,1,964,13,52,-27.523,-4.05442,27.820026070016542,-2.9953343010233726,9,-52.3811,247.691,253.354,-755.86,-74.636,206.421,-1,298.902,-211,115.701,Decay,0
58,1,1015,14,3,28.7743,6.34224,29.464968160641206,0.21694454295810797,8,138.0,-373.862,396.143,1141.44,327.913,-893.526,1,376.674,211,196.635,Decay,0
14,1,1070,14,58,-29.0847,-4.71888,29.465023375935072,-2.9807480982774486,9,-52.4013,247.686,253.351,-756.307,-69.866,206.446,-1,315.258,-211,27.2683,Decay,0
59,1,1128,15,4,30.1325,7.53363,31.05999255033555,0.2449944365357534,8,141.124,-372.942,396.128,1140.04,332.571,-893.582,1,397.532,211,56.38,Decay,0
15,1,1182,15,58,-30.7865,-4.11249,31.05996066079447,-3.0087978350619076,9,-52.4452,247.676,253.344,-756.713,-65.0918,206.51,-1,332.551,-211,236.117,Decay,0
60,1,1240,16,4,31.8957,7.16242,32.68999753359428,0.22089326479720142,8,144.185,-372.033,396.12,1138.66,337.187,-893.613,1,416.952,211,226.308,Decay,0
102,1,1273,16,37,-8.71884,31.5058,32.68996183212211,1.8407772672449518,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,909.4,,-9999
16,1,1303,16,67,-32.2087,-5.58874,32.68997354660294,-2.969786793581194,9,-52.3812,247.674,253.338,-757.09,-60.3023,206.576,-1,348.654,-211,266.721,Decay,0
115,1,1347,16,111,22.5411,-23.6756,32.68998661012268,-0.8099406384888828,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,908.497,,-9999
61,1,1369,17,5,33.2381,8.32572,34.26498074023098,0.24543719128012698,8,147.221,-371.129,396.12,1137.33,341.641,-893.606,1,437.438,211,23.6972,Decay,0
17,1,1431,17,67,-33.8941,-5.02772,34.26496728742638,-2.994330347698939,9,-52.4254,247.669,253.336,-757.448,-55.5466,206.59,-1,365.643,-211,12.4608,Decay,0
62,1,1497,18,5,34.7876,8.76571,35.87498830054304,0.24683944544682987,8,150.247,-370.221,396.127,1136.01,346.089,-893.574,1,456.861,211,22.5131,Decay,0
101,1,1504,18,12,30.3762,19.0867,35.87500025547038,0.5610003051658404,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,910.884,,-9999
18,1,1565,18,73,-35.4333,-5.61209,35.87498157571792,-2.984512838909916,9,-52.4095,247.668,253.334,-757.776,-50.79,206.607,-1,381.753,-211,180.167,Decay,0
63,1,1638,19,6,36.1052,9.96441,37.45497208232974,0.2692795746114785,8,153.456,-369.249,396.14,1134.52,351.087,-893.521,1,477.112,211,359.866,Decay,0
19,1,1705,19,73,-37.116,-5.02771,37.45497729066325,-3.0069528047020273,9,-52.468,247.664,253.333,-758.076,-46.0562,206.606,-1,398.552,-211,52.5965,Decay,0
100,1,1780,20,8,38.775549999999996,8.50762,39.697895106250904,0.21598443616824933,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,875.513,,-9999
64,1,1782,20,10,37.988550000000004,11.523679999999999,39.69792352056843,0.29452381331236865,8,157.578,-367.972,396.15,1132.72,356.946,-893.475,1,504.767,211,161.266,Decay,0
20,1,1858,20,86,-39.32355,-5.439128500000001,39.6979307199004,-3.0041474142082034,9,-52.3914,247.665,253.331,-758.449,-39.304,206.627,-1,421.307,-211,217.334,Decay,0
108,1,1870,20,98,-32.568200000000004,-22.6988,39.6978988446492,-2.532908481458956,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,958.866,,-9999
109,1,1871,20,99,-31.65195,-23.95995,39.69792365861217,-2.493638148546032,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,976.705,,-9999
110,1,1889,20,117,-8.50762,-38.775549999999996,39.697895106250904,-1.786780762963146,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,203.117,,-9999
65,1,1942,21,10,39.68415,11.19208,41.2322012018386,0.2748891746690199,8,160.397,-367.079,396.151,1131.36,361.231,-893.465,1,524.401,211,153.558,Decay,0
21,1,2018,21,86,-40.9464,-4.8463249999999976,41.232202693594054,-3.0237829485216676,9,-52.4176,247.657,253.324,-758.66,-34.5777,206.671,-1,437.579,-211,10.5055,Decay,0
66,1,2102,22,10,40.97725,12.43032,42.821114801752884,0.2945244701450441,8,163.47,-366.092,396.152,1129.92,365.713,-893.456,1,544.663,211,55.6657,Decay,0
22,1,2177,22,85,-42.6149,-4.1972024999999995,42.8210953950971,-3.0434178553909472,9,-52.5442,247.652,253.325,-758.856,-29.9906,206.66,-1,454.373,-211,260.502,Decay,0
67,1,2262,23,10,42.78085,12.065455,44.449705635465406,0.27488951861504834,8,166.518,-365.096,396.15,1128.36,370.486,-893.46,1,565.574,211,306.188,Decay,0
23,1,2338,23,86,-44.14165,-5.224499999999997,44.44975438596371,-3.0237831204678196,9,-52.6433,247.646,253.322,-759.006,-25.6809,206.683,-1,468.06,-211,84.908,Decay,0
68,1,2414,24,2,45.13505,9.397415,46.102973300913305,0.20527391815390542,8,169.462,-364.126,396.151,1127.06,374.433,-893.451,1,578.543,211,520.115,Decay,0
69,1,2415,24,3,44.7708,11.00243,46.10290661709845,0.2409748047969742,8,170.42,-363.81,396.154,1126.34,376.631,-893.437,1,585.625,211,507.503,Decay,0
24,1,2500,24,88,-45.6904,-6.153581,46.102919769615035,-3.007718255887706,9,-52.5414,247.645,253.317,-759.154,-20.2915,206.725,-1,488.335,-211,19.4543,Decay,0
70,1,2591,25,3,46.5148,10.5543,47.69716833869701,0.22312403074128945,8,172.762,-363.03,396.161,1125.33,379.702,-893.404,1,605.905,211,73.6177,Decay,0
25,1,2676,25,88,-47.376450000000006,-5.5216499999999975,47.6971344351524,-3.0255676952857096,9,-52.6046,247.64,253.313,-759.254,-15.5176,206.767,-1,505.148,-211,305.228,Decay,0
71,1,2767,26,3,47.925,11.77754,49.35094805018035,0.24097411479050587,8,175.897,-361.976,396.171,1123.79,384.341,-893.359,1,627.125,211,292.036,Decay,0
26,1,2852,26,88,-48.90935,-6.587114,49.35093300304966,-3.007718156282815,9,-52.5271,247.639,253.31,-759.33,-10.5378,206.794,-1,522.742,-211,69.043,Decay,0
72,1,2943,27,3,49.7598,11.2906,51.02465428006347,0.22312408980285747,8,179.055,-360.898,396.18,1122.18,389.099,-893.319,1,648.851,211,46.6861,Decay,0
27,1,3028,27,88,-50.68155,-5.906849999999997,51.02460570474798,-3.0255677761801407,9,-52.552,247.633,253.305,-759.369,-5.37458,206.843,-1,540.758,-211,178.508,Decay,0
73,1,3129,28,13,50.426050000000004,15.296565000000001,52.69507965077694,0.2945241290403718,8,182.037,-359.863,396.186,1120.65,393.52,-893.293,1,666.611,211,271.823,Decay,0
28,1,3226,28,110,-52.51335,-4.37239,52.69506354996263,-3.0585218199766024,9,-52.6057,247.626,253.298,-759.368,-0.454665,206.914,-1,556.727,-211,177.308,Decay,0
74,1,3338,29,14,51.6656,16.528750000000002,54.24512696936472,0.30962846442853864,8,185.092,-358.784,396.187,1119.05,398.071,-893.284,1,688.009,211,31.3899,Decay,0
29,1,3435,29,111,-53.9839,-5.316969500000001,54.24510691181215,-3.0434175266952654,9,-52.3753,247.621,253.294,-759.343,4.54514,206.946,-1,573.258,-211,161.8,Decay,0
75,1,3546,30,14,52.93555,17.82075,55.854736454171906,0.3247325291006229,8,188.2,-357.679,396.194,1117.44,402.614,-893.251,1,708.567,211,192.825,Decay,0
30,1,3642,30,110,-55.662099999999995,-4.63457,55.85470987745706,-3.0585216884593343,9,-52.5615,247.62,253.29,-759.291,9.0844,206.975,-1,590.313,-211,38.2439,Decay,0
76,1,3754,31,14,54.75065,17.5157,57.484201498433464,0.3096282539675217,8,191.168,-356.606,396.197,1115.78,407.234,-893.234,1,729.757,211,166.15,Decay,0
31,1,3850,31,110,-57.35145,-3.90405,57.48417541815312,-3.073625122682145,9,-52.408,247.616,253.29,-759.201,14.7104,206.97,-1,607.895,-211,299.234,Decay,0
77,1,3952,32,4,57.56315,13.42187,59.10721472222659,0.22907489102962675,8,194.227,-355.492,396.206,1114.17,411.672,-893.197,1,748.531,211,55.2561,Decay,0
33,1,4067,32,119,-58.8226,-5.7934980000000005,59.10721520961721,-3.043418260701824,9,-52.2675,247.608,253.287,-759.073,19.961,206.999,-1,623.495,-211,369.601,Decay,0
32,1,4068,32,120,-58.650800000000004,-7.331352,59.107233591058076,-3.017237625467518,9,-52.855,247.624,253.288,-759.133,17.7202,206.987,-1,615.661,-211,349.432,Decay,0
78,1,4193,33,5,58.8491,14.536425,60.61785399196037,0.24216431433977734,8,197.077,-354.443,396.215,1112.64,415.883,-893.153,1,767.919,211,172.564,Decay,0
34,1,4308,33,120,-60.242999999999995,-6.730699999999996,60.61783047495183,-3.030328237641455,9,-52.5475,247.615,253.286,-758.972,23.4029,206.993,-1,639.588,-211,44.4818,Decay,0
79,1,4432,34,4,60.55385,14.119164999999999,62.17812774697968,0.22907426794932187,8,199.972,-353.361,396.222,1111.02,420.239,-893.12,1,787.813,211,111.612,Decay,0
35,1,4547,34,119,-61.8787,-6.0945244999999995,62.17810500948948,-3.0434178111555403,9,-52.6253,247.616,253.284,-758.806,28.0835,207.01,-1,656.102,-211,153.642,Decay,0
80,1,4673,35,5,61.90755,15.291905,63.76822959383085,0.2421644149806857,8,202.999,-352.216,396.228,1109.32,424.753,-893.091,1,808.35,211,128.152,Decay,0
36,1,4788,35,120,-63.373900000000006,-7.080549999999996,63.76821613870425,-3.030327496488504,9,-52.5234,247.609,253.281,-758.606,32.8609,207.034,-1,673.154,-211,180.848,Decay,0
81,1,4919,36,11,63.9093,19.0218,66.68003825531297,0.28928789493946744,8,208.689,-350.022,396.237,1105.84,433.829,-893.045,1,843.572,211,50.0864,Decay,0
37,1,5038,36,130,-66.5241,-4.55703,66.68000002422691,-3.0731975603352035,9,-52.3247,247.595,253.28,-758.113,42.6916,207.044,-1,703.143,-211,274.105,Decay,0
82,1,5175,37,11,65.6817,18.6751,68.28502818993341,0.2770168762637792,8,210.854,-349.18,396.246,1104.98,436.076,-893.008,1,853.808,211,310.327,Decay,0
38,1,5295,37,131,-68.0629,-5.50237,68.2849502601188,-3.06092565473049,9,-52.9952,247.63,253.276,-757.961,45.1178,207.083,-1,711.67,-211,90.9721,Decay,0
83,1,5431,38,11,67.0098,19.9447,69.91497946885202,0.28928892499920433,8,213.969,-347.956,396.259,1103.2,440.676,-892.949,1,874.281,211,25.8746,Decay,0
39,1,5550,38,130,-69.7515,-4.77812,69.91496394180861,-3.073197462811856,9,-52.2442,247.58,253.275,-757.478,52.5499,207.088,-1,737.315,-211,90.7168,Decay,0
84,1,5688,39,12,68.3404,21.257,71.57003787312118,0.3015595725053267,8,217.903,-346.382,396.271,1100.41,447.669,-892.896,1,906.002,211,228.954,Decay,0
40,1,5807,39,131,-71.3373,-5.76707,71.57003191053431,-3.0609258001520785,9,-52.9231,247.632,253.278,-757.312,55.0327,207.045,-1,746.059,-211,312.83,Decay,0
85,1,5945,40,13,69.9359,21.6488,73.20997643934876,0.30019692623232525,8,220.865,-345.169,396.269,1098.62,452.034,-892.903,1,925.165,211,119.852,Decay,0
41,1,6078,40,146,-73.0773,-4.40559,73.20997881804159,-3.0813788217269127,9,-52.3,247.584,253.279,-756.743,62.3958,207.029,-1,771.151,-211,148.421,Decay,0
86,1,6233,41,13,71.6535,21.3268,74.75999237887869,0.28928835891948623,8,222.94,-344.317,396.272,1097.74,454.193,-892.888,1,935.156,211,213.474,Decay,0
42,1,6367,41,147,-74.571,-5.31261,74.76000177910713,-3.0704705111839874,9,-52.9236,247.63,253.272,-756.525,64.7452,207.099,-1,779.484,-211,211.589,Decay,0
87,1,6521,42,13,72.9307,22.5758,76.34496544062353,0.3001963453026077,8,226.669,-342.757,396.268,1094.98,460.786,-892.896,1,965.148,211,26.9365,Decay,0
43,1,6654,42,146,-76.2066,-4.59425,76.34496064981957,-3.081378758993393,9,-53.0127,247.631,253.263,-756.075,69.5219,207.184,-1,796.104,-211,15.8388,Decay,0
0,3,0,0,0,7.44314,-1.480535,7.588960201887014,-0.19634985126219984,8,-54.4793,-307.557,312.021,916.838,-185.495,-414.38,1,86.2137,211,109.859,Decay,0
117,3,17,0,17,-5.95974,4.6982800000000005,7.58896144581062,2.474004233603284,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,901.374,,-9999
118,3,18,0,18,-6.62134,3.70813,7.5889637957036005,2.631083682993607,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,661.309,,-9999
48,3,19,0,19,-7.119895,2.62667,7.588959091991799,2.7881632254506936,7,139.941,454.957,476.113,-1357.41,441.332,118.386,-1,84.1,-211,110.497,Decay,0
119,3,20,0,20,-7.44314,1.480535,7.588960201887014,2.9452428023275936,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,733.93,,-9999
120,3,21,0,21,-7.58311,0.29794,7.588960766514741,3.1023229038636426,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,299.066,,-9999
121,3,23,0,23,-7.304035,-2.0599499999999997,7.5889604876903265,-2.8667034126086386,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,692.292,,-9999
182,3,24,0,24,-6.891859999999999,-3.1771949999999998,7.588959238764232,-2.7096231824409096,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,658.471,,-9999
183,3,31,0,31,-0.29794,-7.58311,7.588960766514741,-1.610066076521047,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,537.375,,-9999
201,3,36,0,36,5.151395,-5.572745,7.588962859380062,-0.8246678287371074,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,35.3815,,-9999
1,3,40,1,0,8.515274999999999,-2.173395,8.788262294199574,-0.24989948680078417,8,-52.3652,-307.976,312.015,917.406,-182.582,-414.411,1,99.6511,211,132.082,Decay,0
49,3,62,1,22,-8.515274999999999,2.1733950000000006,8.788262294199574,2.891693166789009,7,139.939,454.957,476.112,-1356.31,444.674,118.408,-1,96.4208,-211,155.805,Decay,0
