,event,gid,layer,cell,x,y,r,phi,trackIndex,centerX,centerY,radius,momx,momy,momz,chargeParticle,flightLength,currentTrackPID,rawDriftTime,creatorProcessturnID,isScondary
57,47,1957,21,25,26.7782,31.3532,41.23221004845605,0.8639372890362873,7,161.412,-78.9444,178.97,340.335,414.784,1297.88,-1,1109.46,-211,256.229,Decay,0
21,47,2043,21,111,-18.71905,-36.73815,41.23220220076779,-2.042035821420512,8,-231.036,74.6296,236.137,-329.04,-626.805,-1186.53,1,819.605,211,187.811,Decay,0
58,47,2117,22,25,27.165399999999998,33.101150000000004,42.82108228994802,0.8835731460613554,7,161.369,-78.9539,178.943,343.545,412.026,1297.91,-1,1141.81,-211,287.46,Decay,0
60,47,2121,22,29,21.6528,36.94325,42.82111007905446,1.0406528384783678,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,43.2427,,-9999
22,47,2202,22,110,-20.18575,-37.76485,42.821120940314024,-2.0616705316670436,8,-232.389,71.9449,236.097,-324.835,-628.859,-1186.6,1,851.476,211,178.276,Decay,0
59,47,2277,23,25,28.8678,33.79985,44.44974394597229,0.8639379635977162,7,161.495,-78.8312,178.959,347.249,408.972,1297.88,-1,1181.81,-211,74.6554,Decay,0
23,47,2363,23,111,-20.17975,-39.605000000000004,44.449728177599695,-2.042035116043172,8,-233.892,68.9322,236.061,-320.458,-630.98,-1186.66,1,884.658,211,26.0284,Decay,0
24,47,2699,25,111,-28.2419,-38.43715,47.69716360259277,-2.204469229645154,8,-236.74,63.1281,236.016,-311.837,-635.135,-1186.73,1,947.877,211,43.0071,Decay,0
72,47,2700,25,112,-26.852,-39.420649999999995,47.6971440489103,-2.168769759892893,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,36.0225,,-9999
73,47,2701,25,113,-25.4279,-40.35395,47.69716321766421,-2.133070194922359,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,263.832,,-9999
25,47,2875,26,111,-28.50665,-40.2851,49.350971380840114,-2.1866198773235483,8,-238.196,60.1043,236.003,-307.299,-637.299,-1186.75,1,981.358,211,273.086,Decay,0
26,47,3051,27,111,-30.2121,-41.1186,51.02460438229776,-2.20446907768698,8,-239.639,57.0167,235.974,-302.637,-639.432,-1186.8,1,1015.67,211,60.9718,Decay,0
27,47,3260,28,144,-23.42535,-47.202,52.69512146890355,-2.03146251428135,8,-240.902,54.2769,235.952,-298.627,-641.241,-1186.83,1,1039.08,211,263.982,Decay,0
28,47,3469,29,145,-23.37775,-48.94905,54.24507987794838,-2.0163586299364393,8,-242.32,51.1374,235.926,-293.774,-643.392,-1186.87,1,1077.4,211,65.8314,Decay,0
29,47,3677,30,145,-23.307450000000003,-50.759299999999996,55.85466642987406,-2.0012547243299297,8,-243.688,48.0274,235.891,-289.21,-645.341,-1186.93,1,1109.94,211,82.4894,Decay,0
30,47,3885,31,145,-24.773699999999998,-51.8719,57.484173659364714,-2.0163588767941483,8,-244.73,45.6195,235.863,-285.855,-646.743,-1186.98,1,1124.18,211,400.716,Decay,0
31,47,3886,31,146,-23.195700000000002,-52.5965,57.48419183340756,-1.9861509366719219,8,-245.201,44.4921,235.841,-283.471,-647.72,-1187.02,1,1143.51,211,319.156,Decay,0
61,47,3958,32,10,54.7548,22.26145,59.10719312522377,0.3861540315109607,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1368.35,,-9999
32,47,4099,32,151,-35.0546,-47.59035,59.10724485443811,-2.205659977534001,8,-246.262,41.9895,235.817,-279.971,-649.162,-1187.06,1,1173.11,211,287.306,Decay,0
33,47,4340,33,152,-35.30855,-49.272999999999996,60.61783757362596,-2.19257010785546,8,-247.327,39.4675,235.803,-276.709,-650.512,-1187.08,1,1188.7,211,130.943,Decay,0
34,47,4580,34,152,-35.5527,-51.01105,62.17814486933894,-2.1794796167140063,8,-249.108,35.376,235.872,-268.906,-654.001,-1186.84,1,1235.47,211,291.099,Decay,0
35,47,4820,35,152,-37.1436,-51.8338,63.76825106116679,-2.1925701812768748,8,-250.336,32.2117,235.815,-263.889,-655.857,-1186.94,1,1268.12,211,42.1535,Decay,0
74,47,4888,35,220,58.4237,-25.55505,63.768246817616834,-0.41233402720506934,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1262.39,,-9999
36,47,5078,36,170,-33.1698,-57.8445,66.67999559305623,-2.091450278482953,8,-251.928,28.1542,235.795,-258.629,-657.885,-1186.97,1,1302.02,211,264.653,Decay,0
93,48,0,0,0,7.44314,-1.480535,7.588960201887014,-0.19634985126219984,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1122.13,,-9999
0,48,8,0,8,3.70813,6.62134,7.5889637957036005,1.0602873561987103,9,233.892,-89.0952,249.776,287.592,691.38,318.815,1,89.1936,211,77.8689,Decay,0
44,48,12,0,12,-0.8919849999999999,7.536355,7.588958026386099,1.68860586874435,10,116.915,41.9297,124.042,-103.668,357.126,697.513,-1,179.162,-211,155.188,Decay,0
101,48,38,0,38,6.62134,-3.70813,7.5889637957036005,-0.5105089705961864,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,997.927,,-9999
1,48,49,1,9,4.484385,7.5580300000000005,8.7882607101249,1.035297722328882,9,234.779,-86.9318,249.77,284.371,692.693,318.849,1,102.558,211,285.473,Decay,0
45,48,54,1,14,-1.560382,8.648625,8.78825957607927,1.749295727015729,10,116.918,42.081,124.086,-100.752,358.097,697.379,-1,198.545,-211,6.47457,Decay,0
2,48,94,2,10,4.135820000000001,9.127955,10.021205993014265,1.145372558304636,9,235.717,-84.6262,249.768,280.995,694.062,318.859,1,116.397,211,98.1434,Decay,0
46,48,99,2,15,-2.2755749999999986,9.759409999999999,10.021193797583448,1.7998707666608613,10,116.975,42.1121,124.148,-97.5066,359.186,697.216,-1,222.025,-211,199.402,Decay,0
79,48,132,3,0,11.08635,-2.205215,11.3035449978635,-0.196349790385318,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,4.852,,-9999
3,48,144,3,12,4.6168700000000005,10.31767,11.303530546948593,1.1500465484049125,9,236.656,-82.2867,249.767,277.554,695.441,318.864,1,129.576,211,112.538,Decay,0
47,48,149,3,17,-1.580129,11.192599999999999,11.303588032861112,1.7110456942464896,10,117.014,42.1179,124.184,-93.4091,360.387,697.149,-1,258.406,-211,122.508,Decay,0
91,48,187,3,55,10.7697,-3.432625,11.30351062637732,-0.3085503634351604,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,97.366,,-9999
4,48,197,4,9,5.029425,11.3462,12.410937525852951,1.1535535199690252,9,237.465,-80.2502,249.768,274.459,696.673,318.851,1,142.002,211,92.0561,Decay,0
48,48,205,4,17,-4.466629999999999,11.5793,12.41092148258541,1.9389517987587845,10,117.036,42.0275,124.184,-90.1158,361.223,697.146,-1,283.626,-211,183.454,Decay,0
5,48,263,5,11,5.480735,12.4559,13.608376132008734,1.156280102910218,9,238.324,-78.051,249.766,271.205,697.94,318.861,1,154.859,211,101.352,Decay,0
49,48,272,5,20,-4.9322,12.68315,13.608412499718694,1.941678293712635,10,117.013,42.1038,124.18,-86.7964,362.022,697.148,-1,308.69,-211,130.861,Decay,0
92,48,322,5,70,13.605149999999998,0.29686499999999993,13.608388418572014,0.021816584128277264,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,185.657,,-9999
98,48,335,6,11,6.965475,13.0315,14.776259141799896,1.0799228845967013,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,653.357,,-9999
6,48,336,6,12,5.9215599999999995,13.537849999999999,14.77627339541672,1.1584633488475655,9,239.145,-75.9242,249.766,268.09,699.143,318.859,1,167.262,211,120.313,Decay,0
50,48,346,6,22,-5.385505,13.75985,14.776235519492946,1.9438606763499287,10,116.985,42.2041,124.176,-83.6374,362.754,697.151,-1,332.87,-211,87.8907,Decay,0
94,48,401,6,77,14.7734,-0.2901150000000001,14.776248315226196,-0.019635135820824164,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,10.5612,,-9999
7,48,417,7,13,5.798120000000001,14.8141,15.908354859771013,1.1977326074405454,9,239.956,-73.7925,249.767,264.998,700.321,318.854,1,180.192,211,34.5438,Decay,0
80,48,419,7,15,3.4092995000000004,15.5387,15.908316088470844,1.3548117190848403,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,304.169,,-9999
83,48,421,7,17,0.9365399999999999,15.880749999999999,15.908341451392724,1.5118912659349233,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,129.877,,-9999
51,48,427,7,23,-6.375245,14.575,15.908311469481134,1.983130893759567,10,116.911,42.5029,124.169,-81.0344,363.323,697.16,-1,350.269,-211,62.7634,Decay,0
95,48,488,8,4,18.201,7.53753,19.70001927666316,0.39262540360896553,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,110.16,,-9999
96,48,495,8,11,11.1146,16.2652,19.700027010133766,0.9713418861140504,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,5.16227,,-9999
97,48,496,8,12,9.73349,17.1274,19.699965947688845,1.0540123564614146,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,415.932,,-9999
8,48,497,8,13,8.28587,17.8727,19.699975810820174,1.1366863992296286,9,242.528,-66.8226,249.76,254.6,704.147,318.882,1,223.389,211,238.906,Decay,0
52,48,505,8,21,-4.43894,19.1934,19.700020098558277,1.798074646375176,10,116.866,42.7011,124.161,-70.8159,365.426,697.156,-1,440.136,-211,207.372,Decay,0
9,48,574,9,14,8.1526,19.678,21.299966449738836,1.1780232687039356,9,243.614,-63.7755,249.756,250.13,705.736,318.899,1,241.786,211,12.1084,Decay,0
84,48,579,9,19,-0.43864,21.2955,21.300017025805403,1.5913911934134675,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1251.3,,-9999
53,48,582,9,22,-5.65295,20.5362,21.30003178735891,1.8394112842163481,10,116.84,42.8068,124.154,-66.5794,366.2,697.161,-1,476.116,-211,104.513,Decay,0
10,48,652,10,16,8.3459,21.3841,22.955038218656924,1.1986926373926121,9,244.695,-60.6947,249.756,245.634,707.312,318.898,1,258.878,211,146.518,Decay,0
54,48,661,10,25,-6.13375,22.1203,22.954968114822115,1.8412907878197198,10,116.81,43.0556,124.168,-62.4877,366.963,697.135,-1,509.551,-211,188.539,Decay,0
11,48,740,11,16,9.73838,22.5413,24.554963871168695,1.162991459720589,9,245.714,-57.7239,249.754,241.113,708.86,318.904,1,277.225,211,171.57,Decay,0
55,48,749,11,25,-5.71255,23.8813,24.555034457163767,1.8055904061156793,10,116.798,43.137,124.171,-57.8004,367.74,697.124,-1,545.45,-211,41.9223,Decay,0
85,48,757,11,33,-17.7169,17.0018,24.555035101787166,2.3767885476373096,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,274.694,,-9999
87,48,773,11,49,-22.8252,-9.05306,24.554992372297736,-2.7639985712456174,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,152.157,,-9999
88,48,779,11,55,-17.0018,-17.7169,24.555035101787166,-2.33560043274738,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,146.972,,-9999
12,48,830,12,18,9.91357,24.2682,26.214965218075342,1.1829835443861412,9,246.757,-54.6128,249.75,236.59,710.369,318.928,1,294.487,211,34.1567,Decay,0
56,48,840,12,28,-6.24427,25.4605,26.21503324588584,1.8113024812797425,10,116.734,43.7141,124.195,-54.6658,368.293,697.08,-1,575.632,-211,38.4233,Decay,0
13,48,931,13,19,9.70638,26.0718,27.82000301841105,1.2143999698502093,9,247.765,-51.531,249.743,232.048,711.845,318.966,1,312.677,211,236.49,Decay,0
57,48,940,13,28,-5.7746,27.2141,27.820015168399888,1.77988650544597,10,116.716,44.0219,124.219,-50.6251,368.942,697.034,-1,614.834,-211,202.307,Decay,0
14,48,1032,14,20,11.4784,27.1373,29.465008363311217,1.1706421054625231,9,248.73,-48.5266,249.739,227.486,713.302,318.992,1,329.835,211,260.327,Decay,0
58,48,1043,14,31,-6.34224,28.7743,29.464968160641206,1.7877408697530046,10,116.679,44.2791,124.215,-46.565,369.465,697.036,-1,648.422,-211,65.1006,Decay,0
15,48,1145,15,21,11.2927,28.9344,31.060015721985717,1.1986917718610832,9,249.762,-45.2206,249.73,222.308,714.904,319.049,1,347.978,211,5.21609,Decay,0
59,48,1156,15,32,-7.53363,30.1325,31.05999255033555,1.81579076333065,10,116.658,44.452,124.215,-42.6544,369.937,697.031,-1,679.914,-211,298.965,Decay,0
86,48,1183,15,59,-30.5075,-5.83223,31.059981697079284,-2.952698197876565,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,213.703,,-9999
16,48,1260,16,24,11.765,30.4995,32.68997897292074,1.2026396647895683,9,250.641,-42.3488,249.724,218.382,716.093,319.084,1,364.872,211,8.89395,Decay,0
60,48,1272,16,36,-7.16242,31.8957,32.68999753359428,1.791689591592098,10,116.644,44.6039,124.218,-38.0248,370.45,697.022,-1,717.051,-211,70.6013,Decay,0
17,48,1389,17,25,11.5435,32.262,34.26498265357798,1.2271854046763238,9,251.56,-39.2872,249.72,213.871,717.442,319.105,1,382.696,211,278.245,Decay,0
61,48,1400,17,36,-6.68477,33.6066,34.264992536303,1.7671459144271051,10,116.602,44.7807,124.193,-33.6074,370.801,697.058,-1,751.991,-211,127.144,Decay,0
18,48,1518,18,26,13.356,33.2961,35.874963570852586,1.1893178625629701,9,252.421,-36.3489,249.716,209.388,718.75,319.13,1,399.597,211,261.494,Decay,0
62,48,1531,18,39,-7.19615,35.1459,35.875045109832264,1.7727557310466895,10,116.585,44.8543,124.182,-29.1101,371.148,697.072,-1,785.152,-211,14.1614,Decay,0
19,48,1659,19,27,13.1607,35.0667,37.45500598558222,1.2117584821389251,9,253.3,-33.2753,249.71,204.913,720.021,319.162,1,417.222,211,14.4186,Decay,0
63,48,1671,19,39,-6.68785,36.8531,37.45501725046326,1.7503158642662524,10,116.59,44.9959,124.196,-24.5398,371.521,697.043,-1,819.75,-211,253.368,Decay,0
20,48,1805,20,33,14.46875,36.9673,39.697934402843934,1.1977315498498693,9,254.499,-28.9665,249.703,198.515,721.791,319.201,1,441.143,211,32.8024,Decay,0
64,48,1817,20,45,-3.8910765,39.50675,39.69790639179038,1.6689711285662745,10,116.567,45.2212,124.184,-18.0645,371.856,697.049,-1,860.549,-211,247.237,Decay,0
21,48,1966,21,34,14.271175,38.6837,41.23220927346272,1.2173670480675842,9,255.297,-25.9871,249.693,194.164,722.94,319.271,1,458.221,211,252.549,Decay,0
66,48,1977,21,45,-3.2350399999999997,41.1051,41.232205007877035,1.649336106161537,10,116.577,44.7251,124.174,-11.5631,372.085,697.057,-1,903.559,-211,296.491,Decay,0
65,48,1978,21,46,-4.846324999999999,40.9464,41.232202693594054,1.6886060318630223,10,116.567,45.1607,124.179,-13.9771,372.017,697.051,-1,885.698,-211,317.777,Decay,0
22,48,2125,22,33,15.607,39.87565,42.82109190483704,1.1977328204106052,9,256.076,-22.9933,249.678,189.641,724.096,319.363,1,475.848,211,75.4462,Decay,0
67,48,2137,22,45,-4.1972024999999995,42.6149,42.8210953950971,1.6689711249937427,10,116.582,44.8024,124.181,-7.74287,372.204,697.04,-1,938.626,-211,126.072,Decay,0
23,48,2286,23,34,15.384799999999998,41.7024,44.44977206690716,1.2173677358599932,9,256.9,-19.7775,249.671,184.9,725.298,319.411,1,494.186,211,159.39,Decay,0
68,48,2297,23,45,-3.4874849999999995,44.3127,44.449723653980406,1.6493361403534095,10,116.584,44.8635,124.183,-2.59649,372.283,697.031,-1,975.165,-211,15.5529,Decay,0
24,48,2443,24,31,14.949110000000001,43.612,46.10295471867394,1.2405723388996304,9,257.671,-16.693,249.666,180.195,726.466,319.44,1,511.494,211,194.211,Decay,0
70,48,2459,24,47,-11.00243,44.7708,46.10290661709845,1.8117711315918708,10,116.584,44.7485,124.185,2.95375,372.287,697.024,-1,1009.58,-211,291.149,Decay,0
69,48,2460,24,48,-12.59341,44.3496,46.10293912092916,1.8474712115291243,10,116.571,44.9767,124.173,0.455238,372.261,697.049,-1,981.108,-211,750.351,Decay,0
25,48,2620,25,32,14.65822,45.3889,47.697124198198786,1.2584221974236933,9,258.385,-13.7533,249.66,176.277,727.407,319.479,1,523.789,211,21.7541,Decay,0
71,48,2636,25,48,-12.207830000000001,46.1084,47.69712427252716,1.8296212378173502,10,116.619,44.7844,124.22,7.53445,372.325,696.963,-1,1044.85,-211,52.9135,Decay,0
26,48,2796,26,32,14.325814999999999,47.22595,49.35098103195847,1.2762724093944393,9,259.221,-10.217,249.656,170.758,728.71,319.493,1,547.613,211,678.395,Decay,0
72,48,2811,26,47,-11.77754,47.925,49.35094805018035,1.8117704415854026,10,116.615,44.3967,124.232,13.9981,372.175,696.94,-1,1081.82,-211,176.163,Decay,0
27,48,2972,27,32,15.68085,48.555350000000004,51.02461239779289,1.2584215687221885,9,259.948,-7.04865,249.653,165.792,729.846,319.509,1,566.526,211,98.1277,Decay,0
73,48,2988,27,48,-13.059455,49.32505,51.02460114885294,1.8296207241115678,10,116.616,44.6617,124.222,18.073,371.968,696.949,-1,1119.76,-211,198.095,Decay,0
28,48,3160,28,44,17.56495,49.6814,52.69505645183901,1.2309608025130228,9,260.687,-3.73099,249.648,161.007,730.903,319.535,1,583.285,211,172.587,Decay,0
75,48,3172,28,56,-1.19374,52.6816,52.69512305467747,1.593451974169094,10,116.592,44.6181,124.204,24.1522,371.57,696.975,-1,1153.15,-211,269.589,Decay,0
74,48,3173,28,57,-2.784345,52.621449999999996,52.69506217077198,1.6236597666874062,10,116.621,44.9466,124.214,21.7712,371.746,696.963,-1,1133.03,-211,398.026,Decay,0
29,48,3368,29,44,18.852,50.8639,54.245130907852,1.215856976866912,9,261.323,-0.784149,249.645,156.506,731.87,319.55,1,600.639,211,143.496,Decay,0
76,48,3381,29,57,-2.047785,54.206450000000004,54.24511632404087,1.6085558862979081,10,116.591,44.5248,124.209,28.1059,371.306,696.959,-1,1188.07,-211,173.095,Decay,0
30,48,3576,30,44,18.61815,52.66035,55.85470411294827,1.2309610258439498,9,261.993,2.4399,249.637,151.779,732.841,319.597,1,618.545,211,67.7041,Decay,0
77,48,3588,30,56,-1.26532,55.84035,55.85468398285769,1.5934520498342697,10,116.588,44.316,124.228,34.0119,370.869,696.922,-1,1224.18,-211,66.9831,Decay,0
31,48,3784,31,44,19.9777,53.90105,57.48418642020168,1.2158566111378415,9,262.625,5.58539,249.628,146.881,733.811,319.655,1,637.004,211,321.767,Decay,0
78,48,3796,31,56,-0.43411,57.48255,57.48418918271876,1.578348214235385,10,116.624,44.6415,124.232,38.4063,370.452,696.908,-1,1261.48,-211,23.936,Decay,0
32,48,3992,32,44,17.15795,56.5621,59.10724494182164,1.2762716181052431,9,263.249,8.77213,249.625,142.175,734.727,319.677,1,653.378,211,150.135,Decay,0
81,48,4209,33,21,47.8488,37.21575,60.61781676621569,0.661043385880448,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,745.39,,-9999
33,48,4233,33,45,16.83565,58.233,60.61783070947442,1.289361525582341,9,263.83,11.8334,249.623,137.728,735.567,319.687,1,670.275,211,30.7815,Decay,0
89,48,4334,33,146,-42.5818,-43.1429,60.617815134249106,-2.3496492122579213,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1167.05,,-9999
90,48,4335,33,147,-41.4379,-44.2428,60.61785964754942,-2.3234695165360053,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1258.45,,-9999
34,48,4473,34,45,16.48561,59.95285,62.17812766716766,1.3024521941901483,9,264.413,15.0237,249.619,133.056,736.415,319.71,1,687.615,211,253.877,Decay,0
99,48,4573,34,145,-44.2534,-43.67785000000001,62.1781150581336,-2.36273985126462,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1341.22,,-9999
100,48,4574,34,146,-43.0949,-44.82135,62.178161936748346,-2.33655957482386,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1033.26,,-9999
82,48,4696,35,28,42.3582,47.6673,63.76824128459244,0.8443032298720524,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,904.021,,-9999
35,48,4713,35,45,17.7106,61.25945,63.76821752771909,1.289361859199078,9,264.949,18.0085,249.626,128.372,737.266,319.657,1,705.521,211,113.819,Decay,0
36,48,4959,36,51,19.69,63.7066,66.68003436981718,1.2710364605487756,9,265.856,23.3673,249.628,121.021,738.515,319.639,1,728.16,211,49.8208,Decay,0
37,48,5216,37,52,19.3618,65.4825,68.28496983590166,1.2833084534365802,9,266.481,27.4423,249.606,113.848,739.588,319.78,1,754.567,211,129.573,Decay,0
38,48,5471,38,51,20.6453,66.7973,69.91500339254803,1.2710358101793235,9,266.831,29.7287,249.608,111.418,739.965,319.761,1,763.685,211,247.452,Decay,0
39,48,5728,39,52,20.2933,68.6327,71.5700044304875,1.2833077564278734,9,267.319,33.0998,249.603,106.538,740.667,319.79,1,781.871,211,12.5673,Decay,0
40,48,5990,40,58,20.854,70.177,73.20997640349299,1.2819444154002233,9,267.767,36.3733,249.593,101.495,741.347,319.85,1,799.902,211,123.788,Decay,0
41,48,6279,41,59,20.5126,71.8908,74.75997514312053,1.2928520121244496,9,268.263,40.335,249.566,94.5316,742.184,320.027,1,825.592,211,49.5468,Decay,0
42,48,6566,42,58,21.747,73.1821,76.34495248154917,1.281944468073121,9,268.489,42.1463,249.563,92.7048,742.406,320.046,1,830.501,211,984.955,Decay,0
43,48,6567,42,59,20.1454,73.6391,76.34496833433099,1.3037606748090433,9,268.667,43.6168,249.56,89.7287,742.763,320.061,1,843.218,211,296.764,Decay,0
0,49,18,0,18,-6.62134,3.70813,7.5889637957036005,2.631083682993607,8,172.728,309.071,354.129,-915.458,537.625,636.3,-1,97.872,-211,83.4908,Decay,0
100,49,23,0,23,-7.304035,-2.0599499999999997,7.5889604876903265,-2.8667034126086386,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,621.567,,-9999
110,49,24,0,24,-6.891859999999999,-3.1771949999999998,7.588959238764232,-2.7096231824409096,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,507.683,,-9999
111,49,25,0,25,-6.30999,-4.2162,7.588960155390196,-2.5525440883962536,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,487.858,,-9999
112,49,26,0,26,-5.572745,-5.151395,7.588962859380062,-2.395464155532004,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,488.404,,-9999
113,49,27,0,27,-4.6982800000000005,-5.95974,7.58896144581062,-2.2383847467814055,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,466.212,,-9999
114,49,31,0,31,-0.29794,-7.58311,7.588960766514741,-1.610066076521047,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1276.46,,-9999
122,49,33,0,33,2.0599499999999993,-7.304035,7.5889604876903265,-1.2959070858137418,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1324.4,,-9999
123,49,34,0,34,3.1771949999999998,-6.891859999999999,7.588959238764232,-1.138826855646013,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1232.47,,-9999
124,49,35,0,35,4.2162,-6.30999,7.588960155390196,-0.981747761601357,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1400.46,,-9999
125,49,38,0,38,6.62134,-3.70813,7.5889637957036005,-0.5105089705961864,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1371.34,,-9999
41,49,39,0,39,7.119895,-2.62667,7.588959091991799,-0.3534294281390995,7,-110.106,-328.463,346.159,976.502,-351.269,-988.965,1,108.885,211,124.201,Decay,0
42,49,40,1,0,8.515274999999999,-2.173395,8.788262294199574,-0.24989948680078417,7,-107.788,-329.305,346.171,977.764,-347.847,-988.925,1,125.882,211,192.607,Decay,0
184,49,63,1,23,-8.737905,0.9394199999999999,8.788258856305099,3.0344931327849856,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,655.553,,-9999
185,49,64,1,24,-8.78266,-0.31367,8.788259528740603,-3.1058931347830625,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,595.522,,-9999
186,49,65,1,25,-8.648625,-1.560382,8.78825957607927,-2.9630932533689607,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,658.518,,-9999
187,49,66,1,26,-8.338529999999999,-2.775328,8.788260810222008,-2.8202935416085366,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,568.697,,-9999
188,49,67,1,27,-7.8586849999999995,-3.93378,8.788262343468418,-2.677493417106799,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,526.49,,-9999
189,49,68,1,28,-7.218859999999999,-5.012145,8.78826132978674,-2.5346939862977673,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,460.344,,-9999
190,49,69,1,29,-6.432079999999999,-5.98848,8.788261821133915,-2.391894292092553,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,559.169,,-9999
196,49,72,1,32,-3.363125,-8.119295,8.788262687394477,-1.9634957127394548,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1235.25,,-9999
197,49,74,1,34,-0.9394199999999999,-8.737905,8.788258856305099,-1.6778958475997043,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1388.06,,-9999
198,49,75,1,35,0.31367,-8.78266,8.788259528740603,-1.535096807988166,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1287.12,,-9999
199,49,76,1,36,1.560382,-8.648625,8.78825957607927,-1.3922969265740641,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1274.64,,-9999
200,49,77,1,37,2.775328,-8.338529999999999,8.788260810222008,-1.24949721481364,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1212.2,,-9999
201,49,78,1,38,3.93378,-7.8586849999999995,8.788262343468418,-1.1066970903119027,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1397.37,,-9999
202,49,79,1,39,5.012145,-7.218859999999999,8.78826132978674,-0.9638976595028707,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1239.03,,-9999
